,Cumulative Winnings
5358,-1278813.5
5359,-1280163.5
5360,-1260163.5
5361,-1261663.5
5362,-1261163.5
5363,-1261063.5
5364,-1261063.5
5365,-1261138.5
5366,-1261138.5
5367,-1261288.5
5368,-1261288.5
5369,-1261188.5
5370,-1260988.5
5371,-1261063.5
5372,-1260863.5
5373,-1260563.5
5374,-1260713.5
5375,-1260413.5
5376,-1258813.5
5377,-1258213.5
5378,-1257913.5
5379,-1257813.5
5380,-1257613.5
5381,-1257313.5
5382,-1257113.5
5383,-1257188.5
5384,-1257338.5
5385,-1257238.5
5386,-1257388.5
5387,-1257288.5
5388,-1277288.5
5389,-1277188.5
5390,-1276988.5
5391,-1277063.5
5392,-1276663.5
5393,-1276363.5
5394,-1277713.5
5395,-1277613.5
5396,-1277763.5
5397,-1277663.5
5398,-1277463.5
5399,-1277363.5
5400,-1257363.5
5401,-1257438.5
5402,-1258563.5
5403,-1258638.5
5404,-1258438.5
5405,-1257538.5
5406,-1257338.5
5407,-1237338.5
5408,-1237038.5
5409,-1236938.5
5410,-1237088.5
5411,-1236988.5
5412,-1236938.5
5413,-1236838.5
5414,-1236988.5
5415,-1237438.5
5416,-1237238.5
5417,-1237138.5
5418,-1236938.5
5419,-1236638.5
5420,-1236588.5
5421,-1236488.5
5422,-1236438.5
5423,-1236438.5
5424,-1236588.5
5425,-1236488.5
5426,-1239301
5427,-1239301
5428,-1239451
5429,-1239351
5430,-1237851
5431,-1236051
5432,-1236201
5433,-1236276
5434,-1235876
5435,-1235776
5436,-1233976
5437,-1233976
5438,-1213976
5439,-1213976
5440,-1233976
5441,-1233876
5442,-1239376.5
5443,-1239276.5
5444,-1239426.5
5445,-1239426.5
5446,-1239226.5
5447,-1239126.5
5448,-1259126.5
5449,-1258826.5
5450,-1258526.5
5451,-1258426.5
5452,-1256626.5
5453,-1256776.5
5454,-1256726.5
5455,-1256801.5
5456,-1256501.5
5457,-1256401.5
5458,-1256201.5
5459,-1256201.5
5460,-1257701.5
5461,-1257776.5
5462,-1257776.5
5463,-1257676.5
5464,-1256426.5
5465,-1256576.5
5466,-1256276.5
5467,-1256176.5
5468,-1255876.5
5469,-1255876.5
5470,-1255876.5
5471,-1275876.5
5472,-1295876.5
5473,-1295576.5
5474,-1295876.5
5475,-1295776.5
5476,-1295476.5
5477,-1295551.5
5478,-1294951.5
5479,-1293751.5
5480,-1293551.5
5481,-1293251.5
5482,-1292851.5
5483,-1292751.5
5484,-1292451.5
5485,-1292526.5
5486,-1292326.5
5487,-1292401.5
5488,-1292101.5
5489,-1291801.5
5490,-1291601.5
5491,-1292051.5
5492,-1291751.5
5493,-1292201.5
5494,-1292151.5
5495,-1290951.5
5496,-1292301.5
5497,-1292201.5
5498,-1292001.5
5499,-1291601.5
5500,-1291401.5
5501,-1291476.5
5502,-1291276.5
5503,-1290976.5
5504,-1290776.5
5505,-1290676.5
5506,-1290826.5
5507,-1290901.5
5508,-1290701.5
5509,-1290601.5
5510,-1289851.5
5511,-1289751.5
5512,-1289901.5
5513,-1289976.5
5514,-1289926.5
5515,-1289176.5
5516,-1288876.5
5517,-1288276.5
5518,-1288076.5
5519,-1287776.5
5520,-1287926.5
5521,-1287826.5
5522,-1287526.5
5523,-1287601.5
5524,-1287401.5
5525,-1287301.5
5526,-1287451.5
5527,-1267451.5
5528,-1267601.5
5529,-1267501.5
5530,-1267451.5
5531,-1267351.5
5532,-1267151.5
5533,-1266251.5
5534,-1266201.5
5535,-1266101.5
5536,-1264851.5
5537,-1264751.5
5538,-1264451.5
5539,-1264151.5
5540,-1284151.5
5541,-1289326.5
5542,-1287076.5
5543,-1287151.5
5544,-1287301.5
5545,-1287201.5
5546,-1286901.5
5547,-1286801.5
5548,-1287551.5
5549,-1287451.5
5550,-1287251.5
5551,-1287326.5
5552,-1287276.5
5553,-1286976.5
5554,-1286776.5
5555,-1286676.5
5556,-1288926.5
5557,-1289376.5
5558,-1289526.5
5559,-1289426.5
5560,-1289026.5
5561,-1288926.5
5562,-1282626.5
5563,-1282526.5
5564,-1282676.5
5565,-1282376.5
5566,-1282176.5
5567,-1282076.5
5568,-1302076.5
5569,-1301776.5
5570,-1301476.5
5571,-1301376.5
5572,-1301526.5
5573,-1301676.5
5574,-1301626.5
5575,-1301526.5
5576,-1301676.5
5577,-1301751.5
5578,-1301451.5
5579,-1301351.5
5580,-1301501.5
5581,-1301301.5
5582,-1301451.5
5583,-1301351.5
5584,-1301151.5
5585,-1301051.5
5586,-1300751.5
5587,-1300651.5
5588,-1300451.5
5589,-1300351.5
5590,-1299951.5
5591,-1299851.5
5592,-1299551.5
5593,-1299626.5
5594,-1299576.5
5595,-1299651.5
5596,-1299801.5
5597,-1299701.5
5598,-1299301.5
5599,-1299451.5
5600,-1306482
5601,-1306382
5602,-1305982
5603,-1305582
5604,-1305732
5605,-1305632
5606,-1305032
5607,-1305107
5608,-1305057
5609,-1304957
5610,-1304757
5611,-1304757
5612,-1304457
5613,-1304257
5614,-1304557
5615,-1304257
5616,-1303957
5617,-1303857
5618,-1304007
5619,-1303907
5620,-1303857
5621,-1303757
5622,-1303907
5623,-1303982
5624,-1304282
5625,-1304182
5626,-1284182
5627,-1284257
5628,-1284407
5629,-1284482
5630,-1284632
5631,-1284532
5632,-1284332
5633,-1284232
5634,-1284182
5635,-1284082
5636,-1283882
5637,-1283282
5638,-1282982
5639,-1293782
5640,-1293932
5641,-1293632
5642,-1293582
5643,-1293482
5644,-1293282
5645,-1293182
5646,-1293132
5647,-1292832
5648,-1292532
5649,-1295344.5
5650,-1292944.5
5651,-1293019.5
5652,-1292719.5
5653,-1292794.5
5654,-1292744.5
5655,-1292444.5
5656,-1291944.5
5657,-1292019.5
5658,-1291819.5
5659,-1291519.5
5660,-1291669.5
5661,-1311669.5
5662,-1312119.5
5663,-1312019.5
5664,-1311819.5
5665,-1311819.5
5666,-1311519.5
5667,-1311419.5
5668,-1311119.5
5669,-1311194.5
5670,-1311144.5
5671,-1311044.5
5672,-1311194.5
5673,-1311269.5
5674,-1311419.5
5675,-1311494.5
5676,-1310694.5
5677,-1310594.5
5678,-1310744.5
5679,-1310444.5
5680,-1310144.5
5681,-1310044.5
5682,-1309844.5
5683,-1309744.5
5684,-1309544.5
5685,-1309444.5
5686,-1309444.5
5687,-1309894.5
5688,-1310344.5
5689,-1310244.5
5690,-1310244.5
5691,-1310694.5
5692,-1310394.5
5693,-1310469.5
5694,-1310169.5
5695,-1310069.5
5696,-1310519.5
5697,-1310419.5
5698,-1310569.5
5699,-1310269.5
5700,-1330269.5
5701,-1330169.5
5702,-1330319.5
5703,-1330394.5
5704,-1330194.5
5705,-1329894.5
5706,-1330044.5
5707,-1329744.5
5708,-1329544.5
5709,-1329444.5
5710,-1329444.5
5711,-1329519.5
5712,-1329669.5
5713,-1349669.5
5714,-1349469.5
5715,-1348869.5
5716,-1348669.5
5717,-1348569.5
5718,-1348519.5
5719,-1347919.5
5720,-1347919.5
5721,-1347619.5
5722,-1347319.5
5723,-1347394.5
5724,-1347544.5
5725,-1347544.5
5726,-1347694.5
5727,-1347594.5
5728,-1347294.5
5729,-1347369.5
5730,-1346869.5
5731,-1346944.5
5732,-1346544.5
5733,-1346244.5
5734,-1346044.5
5735,-1345944.5
5736,-1346094.5
5737,-1346169.5
5738,-1346119.5
5739,-1346019.5
5740,-1345819.5
5741,-1345619.5
5742,-1343819.5
5743,-1343819.5
5744,-1343519.5
5745,-1341119.5
5746,-1340919.5
5747,-1340919.5
5748,-1339669.5
5749,-1339744.5
5750,-1339544.5
5751,-1339444.5
5752,-1339144.5
5753,-1339044.5
5754,-1338994.5
5755,-1338694.5
5756,-1338844.5
5757,-1338744.5
5758,-1338544.5
5759,-1338444.5
5760,-1338044.5
5761,-1338119.5
5762,-1337819.5
5763,-1337719.5
5764,-1337669.5
5765,-1337069.5
5766,-1334669.5
5767,-1334569.5
5768,-1334719.5
5769,-1334719.5
5770,-1334519.5
5771,-1334594.5
5772,-1334194.5
5773,-1334194.5
5774,-1336695
5775,-1336395
5776,-1336195
5777,-1335995
5778,-1335795
5779,-1335695
5780,-1335495
5781,-1335395
5782,-1335545
5783,-1335445
5784,-1335245
5785,-1335320
5786,-1335120
5787,-1335570
5788,-1335520
5789,-1335420
5790,-1335220
5791,-1334320
5792,-1331620
5793,-1331520
5794,-1331320
5795,-1331320
5796,-1331120
5797,-1331020
5798,-1330970
5799,-1330870
5800,-1331020
5801,-1331095
5802,-1351095
5803,-1331095
5804,-1330895
5805,-1330970
5806,-1330920
5807,-1330820
5808,-1330620
5809,-1330770
5810,-1330570
5811,-1330470
5812,-1330470
5813,-1330170
5814,-1329970
5815,-1330045
5816,-1330195
5817,-1329895
5818,-1329845
5819,-1329745
5820,-1329745
5821,-1329820
5822,-1329770
5823,-1329920
5824,-1330220
5825,-1330295
5826,-1329895
5827,-1329895
5828,-1330045
5829,-1329945
5830,-1329745
5831,-1329745
5832,-1329745
5833,-1329645
5834,-1329795
5835,-1329495
5836,-1325995
5837,-1325895
5838,-1325845
5839,-1325745
5840,-1323945
5841,-1323845
5842,-1323645
5843,-1323720
5844,-1323120
5845,-1323020
5846,-1343020
5847,-1343095
5848,-1343045
5849,-1342945
5850,-1342645
5851,-1342545
5852,-1342345
5853,-1342045
5854,-1342045
5855,-1341445
5856,-1342345
5857,-1342045
5858,-1341745
5859,-1341645
5860,-1341795
5861,-1341695
5862,-1341095
5863,-1340995
5864,-1341145
5865,-1341045
5866,-1340845
5867,-1340920
5868,-1339420
5869,-1339320
5870,-1339120
5871,-1339020
5872,-1338820
5873,-1338895
5874,-1339495
5875,-1339495
5876,-1339295
5877,-1339195
5878,-1338362
5879,-1338262
5880,-1338062
5881,-1337962
5882,-1336762
5883,-1336662
5884,-1336662
5885,-1336562
5886,-1337811.5
5887,-1337711.5
5888,-1337861.5
5889,-1337761.5
5890,-1337261.5
5891,-1336961.5
5892,-1339774
5893,-1339674
5894,-1339824
5895,-1339724
5896,-1339524
5897,-1339424
5898,-1339224
5899,-1338924
5900,-1337674
5901,-1337749
5902,-1337549
5903,-1337549
5904,-1337349
5905,-1337424
5906,-1337224
5907,-1337124
5908,-1336824
5909,-1336724
5910,-1336674
5911,-1336749
5912,-1336549
5913,-1336549
5914,-1336549
5915,-1336449
5916,-1336249
5917,-1336324
5918,-1334824
5919,-1333624
5920,-1333574
5921,-1332974
5922,-1332674
5923,-1332574
5924,-1331374
5925,-1331524
5926,-1331324
5927,-1331399
5928,-1331099
5929,-1331099
5930,-1331249
5931,-1330949
5932,-1331099
5933,-1330999
5934,-1330699
5935,-1330699
5936,-1331149
5937,-1331149
5938,-1330949
5939,-1330949
5940,-1332074
5941,-1331974
5942,-1331674
5943,-1331574
5944,-1331724
5945,-1331624
5946,-1331424
5947,-1331124
5948,-1330924
5949,-1330624
5950,-1330774
5951,-1330849
5952,-1330999
5953,-1330999
5954,-1330499
5955,-1330574
5956,-1330524
5957,-1330424
5958,-1329924
5959,-1329824
5960,-1329974
5961,-1328724
5962,-1328874
5963,-1328774
5964,-1328924
5965,-1328824
5966,-1329724
5967,-1329624
5968,-1329774
5969,-1329674
5970,-1329474
5971,-1329374
5972,-1328974
5973,-1329049
5974,-1328849
5975,-1328924
5976,-1329074
5977,-1328974
5978,-1328924
5979,-1329524
5980,-1329224
5981,-1338224
5982,-1338024
5983,-1337924
5984,-1337724
5985,-1337799
5986,-1337599
5987,-1337499
5988,-1337649
5989,-1335849
5990,-1335649
5991,-1335549
5992,-1334349
5993,-1334349
5994,-1334349
5995,-1334049
5996,-1333649
5997,-1333649
5998,-1333649
5999,-1333349
6000,-1333049
6001,-1332749
6002,-1332549
6003,-1331349
6004,-1331499
6005,-1331499
6006,-1331449
6007,-1331449
6008,-1331249
6009,-1331149
6010,-1330749
6011,-1330649
6012,-1330599
6013,-1330499
6014,-1330649
6015,-1330724
6016,-1331174
6017,-1331074
6018,-1332574
6019,-1332474
6020,-1332274
6021,-1332174
6022,-1332324
6023,-1332224
6024,-1332024
6025,-1332024
6026,-1332174
6027,-1332074
6028,-1331774
6029,-1331674
6030,-1331824
6031,-1331724
6032,-1331724
6033,-1331624
6034,-1331424
6035,-1331324
6036,-1331324
6037,-1351324
6038,-1355074
6039,-1354974
6040,-1354774
6041,-1354774
6042,-1354024
6043,-1353724
6044,-1353524
6045,-1353599
6046,-1353299
6047,-1353299
6048,-1352999
6049,-1352249
6050,-1354124
6051,-1354199
6052,-1353999
6053,-1353899
6054,-1353699
6055,-1353699
6056,-1353099
6057,-1353099
6058,-1353049
6059,-1352749
6060,-1352349
6061,-1352249
6062,-1351849
6063,-1351749
6064,-1351149
6065,-1351049
6066,-1351199
6067,-1351349
6068,-1351149
6069,-1350399
6070,-1350199
6071,-1349899
6072,-1369899
6073,-1369299
6074,-1369449
6075,-1369449
6076,-1370349
6077,-1370249
6078,-1372949
6079,-1373024
6080,-1373174
6081,-1372874
6082,-1372674
6083,-1372574
6084,-1372374
6085,-1372274
6086,-1372074
6087,-1372149
6088,-1372299
6089,-1372299
6090,-1372599
6091,-1373049
6092,-1372849
6093,-1372749
6094,-1372449
6095,-1372449
6096,-1372599
6097,-1372749
6098,-1372549
6099,-1370749
6100,-1370699
6101,-1370399
6102,-1370399
6103,-1370299
6104,-1390299
6105,-1390199
6106,-1389999
6107,-1409999
6108,-1409799
6109,-1408799
6110,-1408499
6111,-1408499
6112,-1411311.5
6113,-1411386.5
6114,-1411536.5
6115,-1411536.5
6116,-1411336.5
6117,-1411236.5
6118,-1411386.5
6119,-1411286.5
6120,-1411086.5
6121,-1411161.5
6122,-1410861.5
6123,-1410936.5
6124,-1411086.5
6125,-1411161.5
6126,-1410961.5
6127,-1411036.5
6128,-1410986.5
6129,-1410686.5
6130,-1410486.5
6131,-1410561.5
6132,-1410161.5
6133,-1410061.5
6134,-1409861.5
6135,-1409761.5
6136,-1410211.5
6137,-1410111.5
6138,-1409911.5
6139,-1409811.5
6140,-1409511.5
6141,-1409961.5
6142,-1410111.5
6143,-1409811.5
6144,-1409611.5
6145,-1409511.5
6146,-1389511.5
6147,-1392211.5
6148,-1392161.5
6149,-1391861.5
6150,-1391661.5
6151,-1391561.5
6152,-1392686.5
6153,-1392586.5
6154,-1392386.5
6155,-1392461.5
6156,-1392611.5
6157,-1392686.5
6158,-1391486.5
6159,-1391486.5
6160,-1391636.5
6161,-1391536.5
6162,-1391336.5
6163,-1390436.5
6164,-1390136.5
6165,-1390036.5
6166,-1389636.5
6167,-1389711.5
6168,-1389511.5
6169,-1389411.5
6170,-1389211.5
6171,-1389111.5
6172,-1389261.5
6173,-1389336.5
6174,-1389486.5
6175,-1389486.5
6176,-1389286.5
6177,-1388886.5
6178,-1388586.5
6179,-1388661.5
6180,-1388611.5
6181,-1387861.5
6182,-1387661.5
6183,-1387561.5
6184,-1387361.5
6185,-1387261.5
6186,-1387411.5
6187,-1387486.5
6188,-1387486.5
6189,-1387386.5
6190,-1387086.5
6191,-1385286.5
6192,-1385286.5
6193,-1385361.5
6194,-1385511.5
6195,-1385586.5
6196,-1392861.5
6197,-1392936.5
6198,-1392736.5
6199,-1392636.5
6200,-1392336.5
6201,-1392236.5
6202,-1391936.5
6203,-1392011.5
6204,-1390811.5
6205,-1390711.5
6206,-1390861.5
6207,-1390761.5
6208,-1391061.5
6209,-1390961.5
6210,-1390661.5
6211,-1390561.5
6212,-1390711.5
6213,-1390711.5
6214,-1390861.5
6215,-1390761.5
6216,-1390561.5
6217,-1390461.5
6218,-1390161.5
6219,-1390236.5
6220,-1389936.5
6221,-1389836.5
6222,-1388586.5
6223,-1388486.5
6224,-1388436.5
6225,-1388336.5
6226,-1388486.5
6227,-1388386.5
6228,-1388186.5
6229,-1387586.5
6230,-1387386.5
6231,-1387286.5
6232,-1407286.5
6233,-1407186.5
6234,-1407486.5
6235,-1407186.5
6236,-1406986.5
6237,-1405186.5
6238,-1404886.5
6239,-1404961.5
6240,-1405111.5
6241,-1405011.5
6242,-1404961.5
6243,-1405036.5
6244,-1404836.5
6245,-1404911.5
6246,-1404611.5
6247,-1404686.5
6248,-1404636.5
6249,-1404336.5
6250,-1404136.5
6251,-1404136.5
6252,-1403936.5
6253,-1403936.5
6254,-1403736.5
6255,-1403886.5
6256,-1404036.5
6257,-1403936.5
6258,-1404086.5
6259,-1403986.5
6260,-1403586.5
6261,-1403486.5
6262,-1403286.5
6263,-1403361.5
6264,-1403161.5
6265,-1403061.5
6266,-1403211.5
6267,-1402911.5
6268,-1422911.5
6269,-1421111.5
6270,-1420811.5
6271,-1420811.5
6272,-1420961.5
6273,-1420961.5
6274,-1420911.5
6275,-1420011.5
6276,-1419811.5
6277,-1419711.5
6278,-1419511.5
6279,-1419411.5
6280,-1417911.5
6281,-1417986.5
6282,-1418136.5
6283,-1418286.5
6284,-1418086.5
6285,-1417986.5
6286,-1417936.5
6287,-1417936.5
6288,-1418086.5
6289,-1417986.5
6290,-1417786.5
6291,-1417861.5
6292,-1417661.5
6293,-1416911.5
6294,-1416911.5
6295,-1416811.5
6296,-1416811.5
6297,-1416886.5
6298,-1416686.5
6299,-1416836.5
6300,-1416536.5
6301,-1416136.5
6302,-1418011.5
6303,-1418311.5
6304,-1418111.5
6305,-1418011.5
6306,-1418161.5
6307,-1418236.5
6308,-1417936.5
6309,-1417036.5
6310,-1416286.5
6311,-1416286.5
6312,-1416436.5
6313,-1416511.5
6314,-1414711.5
6315,-1414611.5
6316,-1414611.5
6317,-1414511.5
6318,-1414511.5
6319,-1414586.5
6320,-1414286.5
6321,-1414361.5
6322,-1414511.5
6323,-1414411.5
6324,-1414861.5
6325,-1414936.5
6326,-1414936.5
6327,-1415011.5
6328,-1414811.5
6329,-1414886.5
6330,-1414686.5
6331,-1414686.5
6332,-1414386.5
6333,-1414461.5
6334,-1414611.5
6335,-1414686.5
6336,-1414636.5
6337,-1414711.5
6338,-1413961.5
6339,-1414411.5
6340,-1414211.5
6341,-1414111.5
6342,-1413811.5
6343,-1413886.5
6344,-1414036.5
6345,-1414111.5
6346,-1414061.5
6347,-1413761.5
6348,-1413361.5
6349,-1413436.5
6350,-1413236.5
6351,-1413686.5
6352,-1413836.5
6353,-1414736.5
6354,-1414886.5
6355,-1414786.5
6356,-1414586.5
6357,-1414661.5
6358,-1414361.5
6359,-1414061.5
6360,-1414211.5
6361,-1413911.5
6362,-1412911.5
6363,-1412411.5
6364,-1412361.5
6365,-1412261.5
6366,-1411561.5
6367,-1411711.5
6368,-1411711.5
6369,-1411786.5
6370,-1411586.5
6371,-1411661.5
6372,-1411361.5
6373,-1411061.5
6374,-1411011.5
6375,-1411086.5
6376,-1410336.5
6377,-1410236.5
6378,-1410386.5
6379,-1410086.5
6380,-1409786.5
6381,-1409861.5
6382,-1409461.5
6383,-1409361.5
6384,-1409061.5
6385,-1409211.5
6386,-1409011.5
6387,-1409011.5
6388,-1408811.5
6389,-1409861.5
6390,-1409661.5
6391,-1409361.5
6392,-1429361.5
6393,-1429261.5
6394,-1428961.5
6395,-1429036.5
6396,-1428736.5
6397,-1428436.5
6398,-1428586.5
6399,-1428286.5
6400,-1428086.5
6401,-1427986.5
6402,-1427786.5
6403,-1427686.5
6404,-1427386.5
6405,-1427286.5
6406,-1426886.5
6407,-1426786.5
6408,-1426586.5
6409,-1426661.5
6410,-1426361.5
6411,-1426436.5
6412,-1426586.5
6413,-1427036.5
6414,-1426986.5
6415,-1426686.5
6416,-1426486.5
6417,-1426386.5
6418,-1426336.5
6419,-1426236.5
6420,-1426036.5
6421,-1426111.5
6422,-1426261.5
6423,-1426261.5
6424,-1424928.5
6425,-1424828.5
6426,-1424628.5
6427,-1424328.5
6428,-1424128.5
6429,-1444128.5
6430,-1443378.5
6431,-1442628.5
6432,-1442578.5
6433,-1442478.5
6434,-1442628.5
6435,-1441728.5
6436,-1441728.5
6437,-1441628.5
6438,-1441628.5
6439,-1441528.5
6440,-1441678.5
6441,-1440778.5
6442,-1440578.5
6443,-1440478.5
6444,-1440278.5
6445,-1440178.5
6446,-1440128.5
6447,-1440128.5
6448,-1438328.5
6449,-1438228.5
6450,-1438028.5
6451,-1438103.5
6452,-1438253.5
6453,-1438853.5
6454,-1439003.5
6455,-1438903.5
6456,-1438853.5
6457,-1438753.5
6458,-1432753.5
6459,-1432453.5
6460,-1432253.5
6461,-1430378.5
6462,-1430178.5
6463,-1430078.5
6464,-1429878.5
6465,-1429578.5
6466,-1429378.5
6467,-1429278.5
6468,-1428878.5
6469,-1428578.5
6470,-1428378.5
6471,-1428453.5
6472,-1428603.5
6473,-1427103.5
6474,-1425303.5
6475,-1425378.5
6476,-1425178.5
6477,-1425253.5
6478,-1425403.5
6479,-1425853.5
6480,-1425653.5
6481,-1425553.5
6482,-1425253.5
6483,-1425328.5
6484,-1425028.5
6485,-1424928.5
6486,-1426178
6487,-1426178
6488,-1425778
6489,-1425478
6490,-1425278
6491,-1425178
6492,-1445178
6493,-1445253
6494,-1445053
6495,-1445953
6496,-1444753
6497,-1444828
6498,-1444978
6499,-1444878
6500,-1444678
6501,-1444753
6502,-1442878
6503,-1442778
6504,-1442778
6505,-1442678
6506,-1441928
6507,-1441328
6508,-1441628
6509,-1441028
6510,-1441178
6511,-1441078
6512,-1440878
6513,-1440778
6514,-1440578
6515,-1440478
6516,-1440278
6517,-1440353
6518,-1440503
6519,-1440403
6520,-1440203
6521,-1440103
6522,-1460103
6523,-1460103
6524,-1459903
6525,-1459153
6526,-1459303
6527,-1459378
6528,-1459178
6529,-1459078
6530,-1458478
6531,-1458478
6532,-1458428
6533,-1457678
6534,-1457678
6535,-1457378
6536,-1457528
6537,-1457228
6538,-1457028
6539,-1457103
6540,-1457053
6541,-1456753
6542,-1476753
6543,-1476653
6544,-1476353
6545,-1476253
6546,-1476053
6547,-1476128
6548,-1476078
6549,-1474278
6550,-1473778
6551,-1473678
6552,-1471878
6553,-1471778
6554,-1471928
6555,-1472003
6556,-1471803
6557,-1471053
6558,-1470653
6559,-1470353
6560,-1469603
6561,-1469503
6562,-1469303
6563,-1469003
6564,-1469153
6565,-1469053
6566,-1468553
6567,-1468453
6568,-1468603
6569,-1468603
6570,-1468403
6571,-1468303
6572,-1469428
6573,-1468828
6574,-1468778
6575,-1468478
6576,-1468178
6577,-1468253
6578,-1467953
6579,-1468028
6580,-1467828
6581,-1467528
6582,-1487528
6583,-1487428
6584,-1487228
6585,-1487303
6586,-1487253
6587,-1487703
6588,-1487703
6589,-1487778
6590,-1488528
6591,-1488603
6592,-1488403
6593,-1488403
6594,-1488553
6595,-1488453
6596,-1488603
6597,-1488503
6598,-1488303
6599,-1487703
6600,-1487203
6601,-1487103
6602,-1486903
6603,-1486303
6604,-1484503
6605,-1482628
6606,-1482328
6607,-1482403
6608,-1482203
6609,-1482278
6610,-1481978
6611,-1481378
6612,-1501378
6613,-1501453
6614,-1501253
6615,-1500953
6616,-1501103
6617,-1501003
6618,-1521003
6619,-1521078
6620,-1521228
6621,-1521128
6622,-1521278
6623,-1521278
6624,-1520778
6625,-1521228
6626,-1520928
6627,-1520178
6628,-1520628
6629,-1520528
6630,-1520328
6631,-1520228
6632,-1520228
6633,-1520678
6634,-1520628
6635,-1521978
6636,-1521478
6637,-1521378
6638,-1521328
6639,-1521228
6640,-1521028
6641,-1520728
6642,-1520878
6643,-1520778
6644,-1520578
6645,-1520478
6646,-1520278
6647,-1520278
6648,-1520078
6649,-1519978
6650,-1522978
6651,-1523053
6652,-1522753
6653,-1522453
6654,-1522403
6655,-1522303
6656,-1522103
6657,-1521803
6658,-1523052.5
6659,-1523127.5
6660,-1523277.5
6661,-1523177.5
6662,-1522977.5
6663,-1522977.5
6664,-1522777.5
6665,-1522677.5
6666,-1522627.5
6667,-1523077.5
6668,-1523227.5
6669,-1522327.5
6670,-1542327.5
6671,-1542327.5
6672,-1542327.5
6673,-1539627.5
6674,-1539427.5
6675,-1539502.5
6676,-1539802.5
6677,-1539702.5
6678,-1539502.5
6679,-1539402.5
6680,-1539702.5
6681,-1539777.5
6682,-1539377.5
6683,-1539377.5
6684,-1559377.5
6685,-1559452.5
6686,-1559152.5
6687,-1559052.5
6688,-1559202.5
6689,-1560702.5
6690,-1560302.5
6691,-1560302.5
6692,-1560302.5
6693,-1559702.5
6694,-1559402.5
6695,-1559302.5
6696,-1559252.5
6697,-1559152.5
6698,-1558952.5
6699,-1558852.5
6700,-1558652.5
6701,-1558352.5
6702,-1558502.5
6703,-1558402.5
6704,-1557802.5
6705,-1557802.5
6706,-1537802.5
6707,-1537202.5
6708,-1537002.5
6709,-1536902.5
6710,-1536702.5
6711,-1536602.5
6712,-1536402.5
6713,-1536102.5
6714,-1536252.5
6715,-1536152.5
6716,-1536452.5
6717,-1536352.5
6718,-1536302.5
6719,-1536452.5
6720,-1536602.5
6721,-1537052.5
6722,-1536852.5
6723,-1536752.5
6724,-1536552.5
6725,-1532952.5
6726,-1533402.5
6727,-1533552.5
6728,-1533152.5
6729,-1533152.5
6730,-1532952.5
6731,-1532652.5
6732,-1533402.5
6733,-1532802.5
6734,-1532602.5
6735,-1532502.5
6736,-1532302.5
6737,-1532377.5
6738,-1532527.5
6739,-1532602.5
6740,-1529002.5
6741,-1529077.5
6742,-1528877.5
6743,-1528952.5
6744,-1528752.5
6745,-1528652.5
6746,-1528652.5
6747,-1528352.5
6748,-1528152.5
6749,-1528152.5
6750,-1527952.5
6751,-1527652.5
6752,-1527452.5
6753,-1527152.5
6754,-1526319.5
6755,-1526394.5
6756,-1525994.5
6757,-1526069.5
6758,-1526219.5
6759,-1525919.5
6760,-1525619.5
6761,-1525519.5
6762,-1525469.5
6763,-1526969.5
6764,-1526919.5
6765,-1526994.5
6766,-1526594.5
6767,-1526669.5
6768,-1526469.5
6769,-1526619.5
6770,-1526319.5
6771,-1526219.5
6772,-1526969.5
6773,-1526869.5
6774,-1526369.5
6775,-1526444.5
6776,-1526594.5
6777,-1546594.5
6778,-1546294.5
6779,-1546194.5
6780,-1544394.5
6781,-1543794.5
6782,-1543594.5
6783,-1543494.5
6784,-1543644.5
6785,-1543794.5
6786,-1543494.5
6787,-1544619.5
6788,-1544919.5
6789,-1544319.5
6790,-1544269.5
6791,-1544169.5
6792,-1543769.5
6793,-1543669.5
6794,-1543619.5
6795,-1543519.5
6796,-1543669.5
6797,-1543569.5
6798,-1543519.5
6799,-1543219.5
6800,-1542469.5
6801,-1542069.5
6802,-1541869.5
6803,-1541944.5
6804,-1541894.5
6805,-1541594.5
6806,-1541744.5
6807,-1541819.5
6808,-1541969.5
6809,-1542119.5
6810,-1562119.5
6811,-1561819.5
6812,-1561769.5
6813,-1561769.5
6814,-1561719.5
6815,-1561619.5
6816,-1561769.5
6817,-1561469.5
6818,-1561269.5
6819,-1561269.5
6820,-1561719.5
6821,-1561619.5
6822,-1561419.5
6823,-1561319.5
6824,-1561119.5
6825,-1561019.5
6826,-1560819.5
6827,-1563069.5
6828,-1562769.5
6829,-1562669.5
6830,-1561919.5
6831,-1561519.5
6832,-1561219.5
6833,-1561294.5
6834,-1567294.5
6835,-1567194.5
6836,-1567144.5
6837,-1567294.5
6838,-1567244.5
6839,-1567319.5
6840,-1567269.5
6841,-1567069.5
6842,-1567069.5
6843,-1567519.5
6844,-1567669.5
6845,-1567569.5
6846,-1567269.5
6847,-1566269.5
6848,-1564469.5
6849,-1564369.5
6850,-1564069.5
6851,-1563969.5
6852,-1564119.5
6853,-1563819.5
6854,-1569219.5
6855,-1569294.5
6856,-1569094.5
6857,-1568994.5
6858,-1568794.5
6859,-1568494.5
6860,-1568094.5
6861,-1567994.5
6862,-1568444.5
6863,-1568344.5
6864,-1569694.5
6865,-1569769.5
6866,-1569369.5
6867,-1569369.5
6868,-1569519.5
6869,-1569219.5
